"","Cell","Batch","Group","ExpLibSize"
"Cell5674","Cell5674","Batch1","Group2",62455.1913619928
"Cell5675","Cell5675","Batch1","Group2",65933.437824852
"Cell5676","Cell5676","Batch1","Group2",40481.8774150727
"Cell5677","Cell5677","Batch1","Group1",59773.7871952536
"Cell5678","Cell5678","Batch1","Group1",54321.0755875013
"Cell5679","Cell5679","Batch1","Group2",71017.4578559897
"Cell5680","Cell5680","Batch1","Group1",48645.0115075278
"Cell5681","Cell5681","Batch1","Group1",46525.0207992966
"Cell5682","Cell5682","Batch1","Group1",50478.5829205794
"Cell5683","Cell5683","Batch1","Group1",70312.0575291239
"Cell5684","Cell5684","Batch1","Group1",63003.7945312448
"Cell5685","Cell5685","Batch1","Group1",49994.0249472167
"Cell5686","Cell5686","Batch1","Group2",61436.6553266912
"Cell5687","Cell5687","Batch1","Group1",53445.6123270627
"Cell5688","Cell5688","Batch1","Group2",92399.2378523526
"Cell5689","Cell5689","Batch1","Group2",64077.0573305143
"Cell5690","Cell5690","Batch1","Group1",62803.8217205641
"Cell5691","Cell5691","Batch1","Group2",38086.0890042961
"Cell5692","Cell5692","Batch1","Group1",58060.6953726675
"Cell5693","Cell5693","Batch1","Group1",43988.4003255552
"Cell5694","Cell5694","Batch1","Group1",94178.0558827441
"Cell5695","Cell5695","Batch1","Group2",90555.7978642248
"Cell5696","Cell5696","Batch1","Group1",68398.1246249805
"Cell5697","Cell5697","Batch1","Group1",50933.171664404
"Cell5698","Cell5698","Batch1","Group2",49671.9279954925
"Cell5699","Cell5699","Batch1","Group1",58194.6243206535
"Cell5700","Cell5700","Batch1","Group1",48858.4539799083
"Cell5701","Cell5701","Batch1","Group1",56325.1456196221
"Cell5702","Cell5702","Batch1","Group1",64887.4903453177
"Cell5703","Cell5703","Batch1","Group1",44091.7111828282
"Cell5704","Cell5704","Batch1","Group2",62859.7836024551
"Cell5705","Cell5705","Batch1","Group1",71541.4825055599
"Cell5706","Cell5706","Batch1","Group1",68282.9893804892
"Cell5707","Cell5707","Batch1","Group2",64894.150171022
"Cell5708","Cell5708","Batch1","Group1",43079.0093888514
"Cell5709","Cell5709","Batch1","Group1",66554.9513230633
"Cell5710","Cell5710","Batch1","Group1",75971.8329367098
"Cell5711","Cell5711","Batch1","Group1",57754.4987969669
"Cell5712","Cell5712","Batch1","Group1",43366.3032797734
"Cell5713","Cell5713","Batch1","Group1",46562.9311138772
"Cell5714","Cell5714","Batch1","Group2",48115.7501348503
"Cell5715","Cell5715","Batch1","Group2",56738.928971371
"Cell5716","Cell5716","Batch1","Group1",52592.5359538267
"Cell5717","Cell5717","Batch1","Group1",66395.8429538848
"Cell5718","Cell5718","Batch1","Group1",42874.3345833652
"Cell5719","Cell5719","Batch1","Group2",37104.5917636993
"Cell5720","Cell5720","Batch1","Group1",70224.2515260052
"Cell5721","Cell5721","Batch1","Group1",80693.6265648847
"Cell5722","Cell5722","Batch1","Group2",47448.8719178625
"Cell5723","Cell5723","Batch1","Group1",50906.527247448
"Cell5724","Cell5724","Batch1","Group2",63263.1727204459
"Cell5725","Cell5725","Batch1","Group2",44367.0437614073
"Cell5726","Cell5726","Batch1","Group1",62995.2998706388
"Cell5727","Cell5727","Batch1","Group1",80808.1047185296
"Cell5728","Cell5728","Batch1","Group2",78626.0415077317
"Cell5729","Cell5729","Batch1","Group1",80888.7941601111
"Cell5730","Cell5730","Batch1","Group2",64067.5514568976
"Cell5731","Cell5731","Batch1","Group1",61547.5384436547
"Cell5732","Cell5732","Batch1","Group2",55835.0099798683
"Cell5733","Cell5733","Batch1","Group1",46397.9183330866
"Cell5734","Cell5734","Batch1","Group2",46491.9912980385
"Cell5735","Cell5735","Batch1","Group1",52105.1183354911
"Cell5736","Cell5736","Batch1","Group2",56800.3756290549
"Cell5737","Cell5737","Batch1","Group2",50548.0973283726
"Cell5738","Cell5738","Batch1","Group2",69482.8790869798
"Cell5739","Cell5739","Batch1","Group1",69055.8857784162
"Cell5740","Cell5740","Batch1","Group2",62533.7055743507
"Cell5741","Cell5741","Batch1","Group1",96898.4603398624
"Cell5742","Cell5742","Batch1","Group2",68719.9471887483
"Cell5743","Cell5743","Batch1","Group1",48126.2505591453
"Cell5744","Cell5744","Batch1","Group2",47194.3144391028
"Cell5745","Cell5745","Batch1","Group2",65111.4948597554
"Cell5746","Cell5746","Batch1","Group2",60274.9465247889
"Cell5747","Cell5747","Batch1","Group1",61345.8489873565
"Cell5748","Cell5748","Batch1","Group2",76609.1911814552
"Cell5749","Cell5749","Batch1","Group2",49631.2680926493
"Cell5750","Cell5750","Batch1","Group2",46663.8217462981
"Cell5751","Cell5751","Batch1","Group2",58081.7040262427
"Cell5752","Cell5752","Batch1","Group2",61360.2384252486
"Cell5753","Cell5753","Batch1","Group1",68123.2771328311
"Cell5754","Cell5754","Batch1","Group1",61944.4271672684
"Cell5755","Cell5755","Batch1","Group2",39198.4139564649
"Cell5756","Cell5756","Batch1","Group2",48189.6829742332
"Cell5757","Cell5757","Batch1","Group2",49481.7298926595
"Cell5758","Cell5758","Batch1","Group1",64299.7499317898
"Cell5759","Cell5759","Batch1","Group1",52970.5095552012
"Cell5760","Cell5760","Batch1","Group2",53916.9428476495
"Cell5761","Cell5761","Batch1","Group1",50155.4618958532
"Cell5762","Cell5762","Batch1","Group1",74333.3107868831
"Cell5763","Cell5763","Batch1","Group1",47008.7795722154
"Cell5764","Cell5764","Batch1","Group1",79250.2372301186
"Cell5765","Cell5765","Batch1","Group2",36196.5391226623
"Cell5766","Cell5766","Batch1","Group1",42032.2267808759
"Cell5767","Cell5767","Batch1","Group2",46669.5514366557
"Cell5768","Cell5768","Batch1","Group1",80916.0863572804
"Cell5769","Cell5769","Batch1","Group2",52538.4104971201
"Cell5770","Cell5770","Batch1","Group2",54400.6250988852
"Cell5771","Cell5771","Batch1","Group1",64313.6434316512
"Cell5772","Cell5772","Batch1","Group2",61034.8585770029
"Cell5773","Cell5773","Batch1","Group2",54671.4432209717
"Cell5774","Cell5774","Batch1","Group2",53634.8495931103
"Cell5775","Cell5775","Batch1","Group1",62191.0907162652
"Cell5776","Cell5776","Batch1","Group2",65691.337683135
"Cell5777","Cell5777","Batch1","Group2",62442.4726228143
"Cell5778","Cell5778","Batch1","Group1",75133.3115208919
"Cell5779","Cell5779","Batch1","Group1",59216.4055571285
"Cell5780","Cell5780","Batch1","Group2",48196.7674462314
"Cell5781","Cell5781","Batch1","Group1",87076.3382778947
"Cell5782","Cell5782","Batch1","Group2",66535.5644152494
"Cell5783","Cell5783","Batch1","Group1",52690.945256579
"Cell5784","Cell5784","Batch1","Group1",51659.4222111007
"Cell5785","Cell5785","Batch1","Group2",45567.5371101172
"Cell5786","Cell5786","Batch1","Group1",64214.0955966011
"Cell5787","Cell5787","Batch1","Group1",47707.9035306512
"Cell5788","Cell5788","Batch1","Group2",73538.7824165925
"Cell5789","Cell5789","Batch1","Group2",38056.9176920085
"Cell5790","Cell5790","Batch1","Group2",71486.9064151648
"Cell5791","Cell5791","Batch1","Group2",34566.3729596089
"Cell5792","Cell5792","Batch1","Group1",56742.996606663
"Cell5793","Cell5793","Batch1","Group2",44252.6386257199
"Cell5794","Cell5794","Batch1","Group2",67767.9402425279
"Cell5795","Cell5795","Batch1","Group2",52290.9865527204
"Cell5796","Cell5796","Batch1","Group2",61165.9167586589
"Cell5797","Cell5797","Batch1","Group1",65149.6543984884
"Cell5798","Cell5798","Batch1","Group1",49784.947687405
"Cell5799","Cell5799","Batch1","Group2",58410.4084637722
"Cell5800","Cell5800","Batch1","Group1",60400.7600323236
"Cell5801","Cell5801","Batch1","Group2",60408.5116842345
"Cell5802","Cell5802","Batch1","Group1",77368.6095301561
"Cell5803","Cell5803","Batch1","Group2",54807.7682211012
"Cell5804","Cell5804","Batch1","Group1",47348.4841052572
"Cell5805","Cell5805","Batch1","Group2",57019.8403054616
"Cell5806","Cell5806","Batch1","Group1",57678.2905697332
"Cell5807","Cell5807","Batch1","Group2",65766.8489566003
"Cell5808","Cell5808","Batch1","Group2",58113.87360175
"Cell5809","Cell5809","Batch1","Group1",66970.061896825
"Cell5810","Cell5810","Batch1","Group2",76555.7555839995
"Cell5811","Cell5811","Batch1","Group1",70181.339157118
"Cell5812","Cell5812","Batch1","Group2",77381.2560712364
"Cell5813","Cell5813","Batch1","Group1",61099.6700117175
"Cell5814","Cell5814","Batch1","Group1",80441.0863292662
"Cell5815","Cell5815","Batch1","Group1",73120.0034577554
"Cell5816","Cell5816","Batch1","Group1",54721.6494888942
"Cell5817","Cell5817","Batch1","Group2",60025.6721467477
"Cell5818","Cell5818","Batch1","Group1",50777.0824635631
"Cell5819","Cell5819","Batch1","Group2",65211.8176215061
"Cell5820","Cell5820","Batch1","Group2",64517.0523449732
"Cell5821","Cell5821","Batch1","Group2",48047.6481954402
"Cell5822","Cell5822","Batch1","Group2",55663.231219358
"Cell5823","Cell5823","Batch1","Group1",78915.3395727343
"Cell5824","Cell5824","Batch1","Group2",57172.5225626115
"Cell5825","Cell5825","Batch1","Group2",70535.4182153669
"Cell5826","Cell5826","Batch1","Group2",57000.8089050964
"Cell5827","Cell5827","Batch1","Group1",62333.4640991149
"Cell5828","Cell5828","Batch1","Group1",66517.1907310349
"Cell5829","Cell5829","Batch1","Group1",74388.3787820016
"Cell5830","Cell5830","Batch1","Group2",45193.5783293418
"Cell5831","Cell5831","Batch1","Group2",76235.9321755645
"Cell5832","Cell5832","Batch1","Group1",53968.3038740115
"Cell5833","Cell5833","Batch1","Group2",54145.0067926071
"Cell5834","Cell5834","Batch1","Group1",62535.7767185467
"Cell5835","Cell5835","Batch1","Group2",56148.6847532821
"Cell5836","Cell5836","Batch1","Group2",51514.2649426913
"Cell5837","Cell5837","Batch1","Group2",62347.7900730301
"Cell5838","Cell5838","Batch1","Group2",72334.0334663378
"Cell5839","Cell5839","Batch1","Group1",59313.9146463145
"Cell5840","Cell5840","Batch1","Group1",42247.6747986968
"Cell5841","Cell5841","Batch1","Group1",53443.6047442626
"Cell5842","Cell5842","Batch1","Group1",60218.8298356749
"Cell5843","Cell5843","Batch1","Group1",65264.5599069453
"Cell5844","Cell5844","Batch1","Group1",75779.3223047837
"Cell5845","Cell5845","Batch1","Group1",55362.5848182249
"Cell5846","Cell5846","Batch1","Group1",70206.0821821327
"Cell5847","Cell5847","Batch1","Group2",51917.1353621915
"Cell5848","Cell5848","Batch1","Group2",56799.1180506173
"Cell5849","Cell5849","Batch1","Group1",57366.2562711841
"Cell5850","Cell5850","Batch1","Group1",44429.4874293163
"Cell5851","Cell5851","Batch1","Group2",52741.2559630376
"Cell5852","Cell5852","Batch1","Group2",91815.4373078132
"Cell5853","Cell5853","Batch1","Group2",50812.3117066904
"Cell5854","Cell5854","Batch1","Group2",55472.3964435259
"Cell5855","Cell5855","Batch1","Group2",60764.3064944559
"Cell5856","Cell5856","Batch1","Group2",82480.5209212106
"Cell5857","Cell5857","Batch1","Group1",56675.9659570697
"Cell5858","Cell5858","Batch1","Group2",59295.7696894572
"Cell5859","Cell5859","Batch1","Group1",74278.2573252656
"Cell5860","Cell5860","Batch1","Group1",53178.9816566776
"Cell5861","Cell5861","Batch1","Group2",61130.1518563022
"Cell5862","Cell5862","Batch1","Group2",45557.9403473727
"Cell5863","Cell5863","Batch1","Group2",68911.2006364959
"Cell5864","Cell5864","Batch1","Group1",59405.5086292905
"Cell5865","Cell5865","Batch1","Group2",69392.0573847628
"Cell5866","Cell5866","Batch1","Group2",52991.8971173364
"Cell5867","Cell5867","Batch1","Group2",40436.8121273635
"Cell5868","Cell5868","Batch1","Group2",77211.9325302589
"Cell5869","Cell5869","Batch1","Group2",73460.0694227572
"Cell5870","Cell5870","Batch1","Group1",46489.2460015122
"Cell5871","Cell5871","Batch1","Group2",77329.8594380606
"Cell5872","Cell5872","Batch1","Group2",59298.5873241355
"Cell5873","Cell5873","Batch1","Group1",79314.933355833
"Cell5874","Cell5874","Batch1","Group1",64523.0387743612
"Cell5875","Cell5875","Batch1","Group2",45409.6291150887
"Cell5876","Cell5876","Batch1","Group2",57012.9475060653
"Cell5877","Cell5877","Batch1","Group1",55714.9722561118
"Cell5878","Cell5878","Batch1","Group2",75397.9866993356
"Cell5879","Cell5879","Batch1","Group1",50919.3531022328
"Cell5880","Cell5880","Batch1","Group1",74109.0765207719
"Cell5881","Cell5881","Batch1","Group1",47129.3749202131
"Cell5882","Cell5882","Batch1","Group2",76622.9796831401
"Cell5883","Cell5883","Batch1","Group2",61601.7149148219
"Cell5884","Cell5884","Batch1","Group2",81733.3900119974
"Cell5885","Cell5885","Batch1","Group1",64220.9432063865
"Cell5886","Cell5886","Batch1","Group2",52300.4315144711
"Cell5887","Cell5887","Batch1","Group1",62547.9672627414
"Cell5888","Cell5888","Batch1","Group2",42859.8782905991
"Cell5889","Cell5889","Batch1","Group2",81796.4177363174
"Cell5890","Cell5890","Batch1","Group1",49655.6705481063
"Cell5891","Cell5891","Batch1","Group2",60524.4987399624
"Cell5892","Cell5892","Batch1","Group1",81611.5314716782
"Cell5893","Cell5893","Batch1","Group2",43292.0768200482
"Cell5894","Cell5894","Batch1","Group1",58160.0579975557
"Cell5895","Cell5895","Batch1","Group2",48235.1017360335
"Cell5896","Cell5896","Batch1","Group2",45231.8205051421
"Cell5897","Cell5897","Batch1","Group2",68586.3149000955
"Cell5898","Cell5898","Batch1","Group1",62496.540685062
"Cell5899","Cell5899","Batch1","Group1",52794.0704132814
"Cell5900","Cell5900","Batch1","Group1",52061.8740302045
"Cell5901","Cell5901","Batch1","Group2",54728.7410773686
"Cell5902","Cell5902","Batch1","Group1",56068.3103190811
"Cell5903","Cell5903","Batch1","Group1",58516.3257462913
"Cell5904","Cell5904","Batch1","Group2",58679.801821761
"Cell5905","Cell5905","Batch1","Group2",51762.4392899463
"Cell5906","Cell5906","Batch1","Group1",63613.3077936493
"Cell5907","Cell5907","Batch1","Group2",67151.4591498205
"Cell5908","Cell5908","Batch1","Group1",57929.47152699
"Cell5909","Cell5909","Batch1","Group2",64017.8352391335
"Cell5910","Cell5910","Batch1","Group1",43894.7626297348
"Cell5911","Cell5911","Batch1","Group2",71717.8807773265
"Cell5912","Cell5912","Batch1","Group1",51029.3836387102
"Cell5913","Cell5913","Batch1","Group1",81101.1870997583
"Cell5914","Cell5914","Batch1","Group1",80020.1312040826
"Cell5915","Cell5915","Batch1","Group2",65034.052560028
"Cell5916","Cell5916","Batch1","Group1",53310.4673890491
"Cell5917","Cell5917","Batch1","Group1",44161.1302353903
"Cell5918","Cell5918","Batch1","Group1",49768.5904554283
"Cell5919","Cell5919","Batch1","Group1",65530.6976566967
"Cell5920","Cell5920","Batch1","Group2",62116.397620949
"Cell5921","Cell5921","Batch1","Group1",71196.7540511602
"Cell5922","Cell5922","Batch1","Group2",54321.3778270836
"Cell5923","Cell5923","Batch1","Group2",43626.0728276045
"Cell5924","Cell5924","Batch1","Group2",112158.937936552
"Cell5925","Cell5925","Batch1","Group1",61002.7350849654
"Cell5926","Cell5926","Batch1","Group2",54205.7091472317
"Cell5927","Cell5927","Batch1","Group2",50686.7781207201
"Cell5928","Cell5928","Batch1","Group1",55438.5826601424
"Cell5929","Cell5929","Batch1","Group1",60012.9397348183
"Cell5930","Cell5930","Batch1","Group2",56784.6094165069
"Cell5931","Cell5931","Batch1","Group1",46435.7692902036
"Cell5932","Cell5932","Batch1","Group1",60161.0074363468
"Cell5933","Cell5933","Batch1","Group1",53802.4627474487
"Cell5934","Cell5934","Batch1","Group1",66226.6062218778
"Cell5935","Cell5935","Batch1","Group1",58734.5945066193
"Cell5936","Cell5936","Batch1","Group2",54714.157462846
"Cell5937","Cell5937","Batch1","Group1",58654.2285667459
"Cell5938","Cell5938","Batch1","Group2",58995.2307542484
"Cell5939","Cell5939","Batch1","Group2",45705.606263934
"Cell5940","Cell5940","Batch1","Group1",57491.4539807179
"Cell5941","Cell5941","Batch1","Group1",53744.4930342139
"Cell5942","Cell5942","Batch1","Group2",75079.4626322421
"Cell5943","Cell5943","Batch1","Group2",66595.9538262792
"Cell5944","Cell5944","Batch1","Group1",67260.4843600681
"Cell5945","Cell5945","Batch1","Group1",56969.7112429249
"Cell5946","Cell5946","Batch1","Group1",47526.8040948782
"Cell5947","Cell5947","Batch1","Group2",66062.5648407784
"Cell5948","Cell5948","Batch1","Group2",60907.8130032366
"Cell5949","Cell5949","Batch1","Group1",61876.1729948438
"Cell5950","Cell5950","Batch1","Group2",47682.8545800439
"Cell5951","Cell5951","Batch1","Group1",49956.3196560739
"Cell5952","Cell5952","Batch1","Group2",63826.8609413952
"Cell5953","Cell5953","Batch1","Group2",77072.2431126665
"Cell5954","Cell5954","Batch1","Group2",55982.3984825671
"Cell5955","Cell5955","Batch1","Group2",45291.9737398851
"Cell5956","Cell5956","Batch1","Group2",73996.0427009618
"Cell5957","Cell5957","Batch1","Group2",45643.3169850727
"Cell5958","Cell5958","Batch1","Group1",46751.8924507312
"Cell5959","Cell5959","Batch1","Group1",61871.8617348999
"Cell5960","Cell5960","Batch1","Group2",68324.7822423742
"Cell5961","Cell5961","Batch1","Group2",62048.7731470441
"Cell5962","Cell5962","Batch1","Group2",48127.8361666965
"Cell5963","Cell5963","Batch1","Group1",75033.8113647875
"Cell5964","Cell5964","Batch1","Group2",53992.3649603884
"Cell5965","Cell5965","Batch1","Group1",54773.6522715579
"Cell5966","Cell5966","Batch1","Group1",53457.2759058323
"Cell5967","Cell5967","Batch1","Group1",63285.3842915288
"Cell5968","Cell5968","Batch1","Group1",77558.9394033142
"Cell5969","Cell5969","Batch1","Group1",62951.4297688196
"Cell5970","Cell5970","Batch1","Group1",38536.4130679607
"Cell5971","Cell5971","Batch1","Group1",54298.3305455844
"Cell5972","Cell5972","Batch1","Group2",54950.0223873443
"Cell5973","Cell5973","Batch1","Group1",77668.4496375646
"Cell5974","Cell5974","Batch1","Group1",60615.6618498408
"Cell5975","Cell5975","Batch1","Group1",64934.6083264276
"Cell5976","Cell5976","Batch1","Group1",65955.1817765521
"Cell5977","Cell5977","Batch1","Group2",54904.8278226924
"Cell5978","Cell5978","Batch1","Group1",59853.3813946498
"Cell5979","Cell5979","Batch1","Group1",54872.1090648818
"Cell5980","Cell5980","Batch1","Group1",38402.0026523454
"Cell5981","Cell5981","Batch1","Group1",71655.7252059015
"Cell5982","Cell5982","Batch1","Group2",61293.7988063321
"Cell5983","Cell5983","Batch1","Group2",62071.1552483211
"Cell5984","Cell5984","Batch1","Group1",39280.8320898986
"Cell5985","Cell5985","Batch1","Group1",74180.3519173298
"Cell5986","Cell5986","Batch1","Group1",69301.8150386628
"Cell5987","Cell5987","Batch1","Group2",61708.0600136949
"Cell5988","Cell5988","Batch1","Group2",76372.969320594
"Cell5989","Cell5989","Batch1","Group2",57684.3086598214
"Cell5990","Cell5990","Batch1","Group1",66597.0491628906
"Cell5991","Cell5991","Batch1","Group1",49260.8753513546
"Cell5992","Cell5992","Batch1","Group1",46017.9089887801
"Cell5993","Cell5993","Batch1","Group1",49108.707317744
"Cell5994","Cell5994","Batch1","Group2",46241.7447518809
"Cell5995","Cell5995","Batch1","Group2",86516.9946781863
"Cell5996","Cell5996","Batch1","Group2",70703.1956995911
"Cell5997","Cell5997","Batch1","Group1",93739.8278993555
