"","Cell","Batch","Group","ExpLibSize"
"Cell5282","Cell5282","Batch1","Group1",67509.7605960926
"Cell5283","Cell5283","Batch1","Group2",51372.2445002556
"Cell5284","Cell5284","Batch1","Group1",69830.1489351511
"Cell5285","Cell5285","Batch1","Group2",61548.092873075
"Cell5286","Cell5286","Batch1","Group1",58826.3229513333
"Cell5287","Cell5287","Batch1","Group1",55265.6305148339
"Cell5288","Cell5288","Batch1","Group1",66330.1817800768
"Cell5289","Cell5289","Batch1","Group1",87533.5511904167
"Cell5290","Cell5290","Batch1","Group2",52852.0010016343
"Cell5291","Cell5291","Batch1","Group2",46015.4186622194
"Cell5292","Cell5292","Batch1","Group1",81479.8812346522
"Cell5293","Cell5293","Batch1","Group1",82284.2919302125
"Cell5294","Cell5294","Batch1","Group1",69616.3151513869
"Cell5295","Cell5295","Batch1","Group1",46147.6875809766
"Cell5296","Cell5296","Batch1","Group1",71874.5933361872
"Cell5297","Cell5297","Batch1","Group1",50778.6074993007
"Cell5298","Cell5298","Batch1","Group2",72802.5219379235
"Cell5299","Cell5299","Batch1","Group2",64236.5637661262
"Cell5300","Cell5300","Batch1","Group1",46248.7889377241
"Cell5301","Cell5301","Batch1","Group1",57832.8307434925
"Cell5302","Cell5302","Batch1","Group1",44819.0546618492
"Cell5303","Cell5303","Batch1","Group2",53462.646767004
"Cell5304","Cell5304","Batch1","Group1",47019.7800748039
"Cell5305","Cell5305","Batch1","Group2",73327.1443343361
"Cell5306","Cell5306","Batch1","Group1",63393.6696920124
"Cell5307","Cell5307","Batch1","Group1",63937.7324656331
"Cell5308","Cell5308","Batch1","Group1",72229.7503286963
"Cell5309","Cell5309","Batch1","Group1",76054.8492074219
"Cell5310","Cell5310","Batch1","Group1",49821.7177228815
"Cell5311","Cell5311","Batch1","Group1",72791.4908462539
"Cell5312","Cell5312","Batch1","Group1",63313.3473568628
"Cell5313","Cell5313","Batch1","Group1",53608.3297501635
"Cell5314","Cell5314","Batch1","Group2",54928.2305899677
"Cell5315","Cell5315","Batch1","Group2",63017.2160908751
"Cell5316","Cell5316","Batch1","Group1",60671.7007869353
"Cell5317","Cell5317","Batch1","Group1",70328.1564841383
"Cell5318","Cell5318","Batch1","Group1",61503.0270259626
"Cell5319","Cell5319","Batch1","Group2",79287.0948432222
"Cell5320","Cell5320","Batch1","Group1",75182.1216402816
"Cell5321","Cell5321","Batch1","Group2",49751.7680262686
"Cell5322","Cell5322","Batch1","Group1",46944.1404461234
"Cell5323","Cell5323","Batch1","Group2",52299.4431157329
"Cell5324","Cell5324","Batch1","Group1",62502.0980142999
"Cell5325","Cell5325","Batch1","Group2",65607.6742205573
"Cell5326","Cell5326","Batch1","Group1",79980.2129976817
"Cell5327","Cell5327","Batch1","Group1",62471.3102880703
"Cell5328","Cell5328","Batch1","Group1",55363.5057891562
"Cell5329","Cell5329","Batch1","Group2",73632.3972981428
"Cell5330","Cell5330","Batch1","Group2",83305.5691349253
"Cell5331","Cell5331","Batch1","Group2",66119.9590280373
"Cell5332","Cell5332","Batch1","Group1",51650.8188056774
"Cell5333","Cell5333","Batch1","Group2",67540.2897650066
"Cell5334","Cell5334","Batch1","Group1",69480.2985475497
"Cell5335","Cell5335","Batch1","Group1",62545.0989182515
"Cell5336","Cell5336","Batch1","Group2",58159.8621578662
"Cell5337","Cell5337","Batch1","Group2",81009.0355172896
"Cell5338","Cell5338","Batch1","Group2",54823.6102337243
"Cell5339","Cell5339","Batch1","Group1",46946.9753440728
"Cell5340","Cell5340","Batch1","Group2",52462.2206414329
"Cell5341","Cell5341","Batch1","Group1",58261.55535196
"Cell5342","Cell5342","Batch1","Group1",66687.126760162
"Cell5343","Cell5343","Batch1","Group2",91057.7520964383
"Cell5344","Cell5344","Batch1","Group2",81838.9833298656
"Cell5345","Cell5345","Batch1","Group2",71199.8220271965
"Cell5346","Cell5346","Batch1","Group2",62636.2749921942
"Cell5347","Cell5347","Batch1","Group2",63678.7231111287
"Cell5348","Cell5348","Batch1","Group2",57332.3947162874
"Cell5349","Cell5349","Batch1","Group2",46733.13794005
"Cell5350","Cell5350","Batch1","Group1",113502.528724995
"Cell5351","Cell5351","Batch1","Group1",43649.2089194014
"Cell5352","Cell5352","Batch1","Group2",59194.2704926019
"Cell5353","Cell5353","Batch1","Group1",38717.7847490329
"Cell5354","Cell5354","Batch1","Group1",56847.4857959578
"Cell5355","Cell5355","Batch1","Group2",100878.242462315
"Cell5356","Cell5356","Batch1","Group1",63826.836199012
"Cell5357","Cell5357","Batch1","Group1",63929.5803811246
"Cell5358","Cell5358","Batch1","Group1",54912.9979984172
"Cell5359","Cell5359","Batch1","Group2",51306.7560861656
"Cell5360","Cell5360","Batch1","Group1",64859.4963952491
"Cell5361","Cell5361","Batch1","Group2",60733.3875060541
"Cell5362","Cell5362","Batch1","Group2",55429.3382706802
"Cell5363","Cell5363","Batch1","Group1",42124.4018308891
"Cell5364","Cell5364","Batch1","Group1",73655.173400356
"Cell5365","Cell5365","Batch1","Group1",59841.7410385232
"Cell5366","Cell5366","Batch1","Group1",53429.3359695872
"Cell5367","Cell5367","Batch1","Group1",58047.5932076238
"Cell5368","Cell5368","Batch1","Group1",70299.4319603447
"Cell5369","Cell5369","Batch1","Group2",69784.5076502815
"Cell5370","Cell5370","Batch1","Group2",51351.5111499008
"Cell5371","Cell5371","Batch1","Group2",47515.4689632877
"Cell5372","Cell5372","Batch1","Group1",53152.6264097621
"Cell5373","Cell5373","Batch1","Group1",74648.4655036997
"Cell5374","Cell5374","Batch1","Group1",53373.1669175809
"Cell5375","Cell5375","Batch1","Group2",61443.9656568722
"Cell5376","Cell5376","Batch1","Group2",64072.4260932058
"Cell5377","Cell5377","Batch1","Group2",59883.5022404116
"Cell5378","Cell5378","Batch1","Group1",60778.2798258617
"Cell5379","Cell5379","Batch1","Group2",54323.2288748072
"Cell5380","Cell5380","Batch1","Group1",59841.1747016707
"Cell5381","Cell5381","Batch1","Group2",55674.2744221275
"Cell5382","Cell5382","Batch1","Group1",61518.8194239421
"Cell5383","Cell5383","Batch1","Group2",65480.8750156491
"Cell5384","Cell5384","Batch1","Group1",69196.1445458278
"Cell5385","Cell5385","Batch1","Group1",41372.6197788803
"Cell5386","Cell5386","Batch1","Group1",59619.6363668298
"Cell5387","Cell5387","Batch1","Group1",89709.3664599195
"Cell5388","Cell5388","Batch1","Group2",41895.0558653188
"Cell5389","Cell5389","Batch1","Group1",58523.2508745527
"Cell5390","Cell5390","Batch1","Group2",56830.7247233603
"Cell5391","Cell5391","Batch1","Group1",61192.9847163392
"Cell5392","Cell5392","Batch1","Group1",92613.9053020511
"Cell5393","Cell5393","Batch1","Group1",64480.6322654853
"Cell5394","Cell5394","Batch1","Group1",46129.1908514
"Cell5395","Cell5395","Batch1","Group1",43799.819292439
"Cell5396","Cell5396","Batch1","Group1",59296.9109562738
"Cell5397","Cell5397","Batch1","Group2",44505.2081230139
"Cell5398","Cell5398","Batch1","Group2",62285.1268832154
"Cell5399","Cell5399","Batch1","Group1",60240.9030683129
"Cell5400","Cell5400","Batch1","Group1",66626.8098511168
"Cell5401","Cell5401","Batch1","Group1",73263.9515674509
"Cell5402","Cell5402","Batch1","Group2",66465.6552824395
"Cell5403","Cell5403","Batch1","Group1",78715.3005431116
"Cell5404","Cell5404","Batch1","Group2",56586.0404534017
"Cell5405","Cell5405","Batch1","Group2",58768.6562207205
"Cell5406","Cell5406","Batch1","Group1",66841.9320363975
"Cell5407","Cell5407","Batch1","Group2",69642.8575593299
"Cell5408","Cell5408","Batch1","Group2",50497.9863845925
"Cell5409","Cell5409","Batch1","Group2",62320.6330479083
"Cell5410","Cell5410","Batch1","Group2",42667.5065265317
"Cell5411","Cell5411","Batch1","Group1",60621.2162875537
"Cell5412","Cell5412","Batch1","Group2",53655.5674148961
"Cell5413","Cell5413","Batch1","Group1",60880.7936113812
"Cell5414","Cell5414","Batch1","Group2",82125.355608181
"Cell5415","Cell5415","Batch1","Group2",51166.0032094648
"Cell5416","Cell5416","Batch1","Group1",73998.9466751747
"Cell5417","Cell5417","Batch1","Group1",53477.9481194638
"Cell5418","Cell5418","Batch1","Group1",48724.013729494
"Cell5419","Cell5419","Batch1","Group1",54101.9635684813
"Cell5420","Cell5420","Batch1","Group2",74897.5752207867
"Cell5421","Cell5421","Batch1","Group1",52334.7636479198
"Cell5422","Cell5422","Batch1","Group2",78440.3326048764
"Cell5423","Cell5423","Batch1","Group2",49611.3854053738
"Cell5424","Cell5424","Batch1","Group1",48682.1616862349
"Cell5425","Cell5425","Batch1","Group1",58387.7463815217
"Cell5426","Cell5426","Batch1","Group1",81680.2445322876
"Cell5427","Cell5427","Batch1","Group1",60841.8286223678
"Cell5428","Cell5428","Batch1","Group2",46819.5233810082
"Cell5429","Cell5429","Batch1","Group1",50218.7767243559
"Cell5430","Cell5430","Batch1","Group2",64901.592863711
"Cell5431","Cell5431","Batch1","Group1",58436.4485937421
"Cell5432","Cell5432","Batch1","Group1",55884.465702041
"Cell5433","Cell5433","Batch1","Group1",64773.7930761167
"Cell5434","Cell5434","Batch1","Group1",64838.7536427774
"Cell5435","Cell5435","Batch1","Group1",56787.9121076217
"Cell5436","Cell5436","Batch1","Group1",56537.492889291
"Cell5437","Cell5437","Batch1","Group1",65603.2733780144
"Cell5438","Cell5438","Batch1","Group1",80195.3671766479
"Cell5439","Cell5439","Batch1","Group1",80079.914654674
"Cell5440","Cell5440","Batch1","Group2",50416.3912800179
"Cell5441","Cell5441","Batch1","Group2",64486.1050310662
"Cell5442","Cell5442","Batch1","Group2",69786.1804294925
"Cell5443","Cell5443","Batch1","Group1",73144.8337097016
"Cell5444","Cell5444","Batch1","Group1",41603.0048427897
"Cell5445","Cell5445","Batch1","Group1",64424.5989151662
"Cell5446","Cell5446","Batch1","Group2",65713.2592071875
"Cell5447","Cell5447","Batch1","Group1",71664.1130998287
"Cell5448","Cell5448","Batch1","Group1",62628.8366799592
"Cell5449","Cell5449","Batch1","Group2",61531.3950831561
"Cell5450","Cell5450","Batch1","Group1",67658.0547627037
"Cell5451","Cell5451","Batch1","Group1",65592.4300442803
"Cell5452","Cell5452","Batch1","Group2",48886.3318402879
"Cell5453","Cell5453","Batch1","Group1",52223.4044573467
"Cell5454","Cell5454","Batch1","Group2",49893.9486621614
"Cell5455","Cell5455","Batch1","Group2",48309.0220968091
"Cell5456","Cell5456","Batch1","Group2",50327.2637628467
"Cell5457","Cell5457","Batch1","Group1",59710.0101988275
"Cell5458","Cell5458","Batch1","Group2",54381.6790892935
"Cell5459","Cell5459","Batch1","Group1",64993.3661321174
"Cell5460","Cell5460","Batch1","Group2",74330.4371917551
"Cell5461","Cell5461","Batch1","Group2",61777.3305183573
"Cell5462","Cell5462","Batch1","Group2",64472.7202879735
"Cell5463","Cell5463","Batch1","Group2",43412.4691960428
"Cell5464","Cell5464","Batch1","Group2",65038.7225171332
"Cell5465","Cell5465","Batch1","Group2",52769.4590104949
"Cell5466","Cell5466","Batch1","Group2",47574.9960157927
"Cell5467","Cell5467","Batch1","Group1",57770.4824234195
"Cell5468","Cell5468","Batch1","Group1",62968.2341805332
"Cell5469","Cell5469","Batch1","Group1",46618.5029658616
"Cell5470","Cell5470","Batch1","Group1",71674.640017652
"Cell5471","Cell5471","Batch1","Group2",67804.5330912239
"Cell5472","Cell5472","Batch1","Group1",45789.8799244236
"Cell5473","Cell5473","Batch1","Group2",66145.1708501692
"Cell5474","Cell5474","Batch1","Group2",41390.6198788879
"Cell5475","Cell5475","Batch1","Group1",44132.8887400978
"Cell5476","Cell5476","Batch1","Group2",61048.2642682169
"Cell5477","Cell5477","Batch1","Group1",69531.3845242666
"Cell5478","Cell5478","Batch1","Group2",71354.7299091078
"Cell5479","Cell5479","Batch1","Group2",68353.3681545093
"Cell5480","Cell5480","Batch1","Group1",87230.7888121048
"Cell5481","Cell5481","Batch1","Group1",43270.4681719712
"Cell5482","Cell5482","Batch1","Group1",58936.4187070393
"Cell5483","Cell5483","Batch1","Group2",54353.9361700536
"Cell5484","Cell5484","Batch1","Group1",74828.6363324808
"Cell5485","Cell5485","Batch1","Group2",56267.5470192482
"Cell5486","Cell5486","Batch1","Group2",71805.1361542769
"Cell5487","Cell5487","Batch1","Group2",84217.2473942778
"Cell5488","Cell5488","Batch1","Group2",69826.8019430111
"Cell5489","Cell5489","Batch1","Group2",85432.7742748397
"Cell5490","Cell5490","Batch1","Group1",68974.2652170039
"Cell5491","Cell5491","Batch1","Group2",67587.3749113187
"Cell5492","Cell5492","Batch1","Group1",56721.5223870574
"Cell5493","Cell5493","Batch1","Group2",60775.9624385647
"Cell5494","Cell5494","Batch1","Group1",64774.2016605934
"Cell5495","Cell5495","Batch1","Group1",62112.2379225124
"Cell5496","Cell5496","Batch1","Group2",63487.268883128
"Cell5497","Cell5497","Batch1","Group2",54849.5361521298
"Cell5498","Cell5498","Batch1","Group2",75994.6870412292
"Cell5499","Cell5499","Batch1","Group1",59292.305591603
"Cell5500","Cell5500","Batch1","Group2",55861.6539537437
"Cell5501","Cell5501","Batch1","Group2",51262.6376456471
"Cell5502","Cell5502","Batch1","Group2",81723.2097317562
"Cell5503","Cell5503","Batch1","Group2",55235.9270539729
"Cell5504","Cell5504","Batch1","Group2",82243.3656697997
"Cell5505","Cell5505","Batch1","Group1",44995.5450675083
"Cell5506","Cell5506","Batch1","Group2",54732.3141233152
"Cell5507","Cell5507","Batch1","Group1",42933.0051336872
"Cell5508","Cell5508","Batch1","Group2",78042.1705806106
"Cell5509","Cell5509","Batch1","Group1",67154.4353453222
"Cell5510","Cell5510","Batch1","Group2",46991.9116496567
"Cell5511","Cell5511","Batch1","Group2",60402.5575842366
"Cell5512","Cell5512","Batch1","Group1",78071.8196129827
"Cell5513","Cell5513","Batch1","Group1",56271.8652392193
"Cell5514","Cell5514","Batch1","Group1",67138.2858801434
"Cell5515","Cell5515","Batch1","Group2",54320.8172089294
"Cell5516","Cell5516","Batch1","Group1",68465.0781251415
"Cell5517","Cell5517","Batch1","Group2",48034.1559585211
"Cell5518","Cell5518","Batch1","Group1",47259.5983464165
"Cell5519","Cell5519","Batch1","Group1",57362.446108781
"Cell5520","Cell5520","Batch1","Group2",79908.0374818681
"Cell5521","Cell5521","Batch1","Group2",43267.0972721924
"Cell5522","Cell5522","Batch1","Group2",74135.6164359015
"Cell5523","Cell5523","Batch1","Group2",59824.7593460202
"Cell5524","Cell5524","Batch1","Group1",74109.1601958028
"Cell5525","Cell5525","Batch1","Group1",77709.5969440607
"Cell5526","Cell5526","Batch1","Group1",76529.7543698048
"Cell5527","Cell5527","Batch1","Group2",46274.5245544826
"Cell5528","Cell5528","Batch1","Group1",67670.6834260373
"Cell5529","Cell5529","Batch1","Group2",46172.6229216597
"Cell5530","Cell5530","Batch1","Group2",64534.8117539925
"Cell5531","Cell5531","Batch1","Group1",63064.5506068309
"Cell5532","Cell5532","Batch1","Group1",58418.9134542076
"Cell5533","Cell5533","Batch1","Group1",45855.3551508693
"Cell5534","Cell5534","Batch1","Group1",71757.9764406169
"Cell5535","Cell5535","Batch1","Group1",59523.5110305674
"Cell5536","Cell5536","Batch1","Group1",62574.2978016021
"Cell5537","Cell5537","Batch1","Group1",54304.565973837
"Cell5538","Cell5538","Batch1","Group2",50930.8320503324
"Cell5539","Cell5539","Batch1","Group1",73875.6573845506
"Cell5540","Cell5540","Batch1","Group2",64951.6689726137
"Cell5541","Cell5541","Batch1","Group2",73668.4542672168
"Cell5542","Cell5542","Batch1","Group2",60181.0400387686
"Cell5543","Cell5543","Batch1","Group1",64156.0445751801
"Cell5544","Cell5544","Batch1","Group1",50398.2076574788
"Cell5545","Cell5545","Batch1","Group2",69222.8178321709
"Cell5546","Cell5546","Batch1","Group1",49803.2467640283
"Cell5547","Cell5547","Batch1","Group2",51972.4829883197
"Cell5548","Cell5548","Batch1","Group1",47556.5872787384
"Cell5549","Cell5549","Batch1","Group2",50468.0508562034
"Cell5550","Cell5550","Batch1","Group1",87746.617066217
"Cell5551","Cell5551","Batch1","Group2",59001.9204455071
"Cell5552","Cell5552","Batch1","Group1",55637.1034798747
"Cell5553","Cell5553","Batch1","Group1",55270.0357019692
"Cell5554","Cell5554","Batch1","Group1",63317.2925457072
"Cell5555","Cell5555","Batch1","Group2",53481.8985051011
"Cell5556","Cell5556","Batch1","Group2",71631.3312832528
"Cell5557","Cell5557","Batch1","Group2",60014.2915800581
"Cell5558","Cell5558","Batch1","Group2",65610.7509817937
"Cell5559","Cell5559","Batch1","Group1",68462.5860897461
"Cell5560","Cell5560","Batch1","Group1",67306.5719249454
"Cell5561","Cell5561","Batch1","Group2",57542.6950945752
"Cell5562","Cell5562","Batch1","Group1",55268.0221871617
"Cell5563","Cell5563","Batch1","Group1",71908.9452951115
"Cell5564","Cell5564","Batch1","Group1",60961.0442955559
"Cell5565","Cell5565","Batch1","Group1",59287.7741679205
"Cell5566","Cell5566","Batch1","Group1",74511.3841632644
"Cell5567","Cell5567","Batch1","Group1",51300.9599817029
"Cell5568","Cell5568","Batch1","Group1",48904.5078240896
"Cell5569","Cell5569","Batch1","Group2",53459.8317581133
"Cell5570","Cell5570","Batch1","Group1",77684.4813067255
"Cell5571","Cell5571","Batch1","Group1",58839.4868570906
"Cell5572","Cell5572","Batch1","Group1",44123.8305302287
"Cell5573","Cell5573","Batch1","Group2",61563.7037449327
"Cell5574","Cell5574","Batch1","Group1",66165.754035461
"Cell5575","Cell5575","Batch1","Group1",53194.4008490628
"Cell5576","Cell5576","Batch1","Group2",48104.5718634249
"Cell5577","Cell5577","Batch1","Group2",58038.7217046248
"Cell5578","Cell5578","Batch1","Group1",59742.1712184612
"Cell5579","Cell5579","Batch1","Group1",67232.3882083685
"Cell5580","Cell5580","Batch1","Group1",49027.0593272265
"Cell5581","Cell5581","Batch1","Group1",61279.4568426824
"Cell5582","Cell5582","Batch1","Group1",45044.012534264
"Cell5583","Cell5583","Batch1","Group2",89446.3960012531
"Cell5584","Cell5584","Batch1","Group1",56860.488506075
"Cell5585","Cell5585","Batch1","Group2",74671.0441293487
"Cell5586","Cell5586","Batch1","Group2",67437.1308431754
"Cell5587","Cell5587","Batch1","Group1",36930.4717256937
"Cell5588","Cell5588","Batch1","Group2",52291.4611995776
"Cell5589","Cell5589","Batch1","Group1",64494.5866458485
"Cell5590","Cell5590","Batch1","Group1",81458.7910979912
"Cell5591","Cell5591","Batch1","Group2",65573.6920379536
"Cell5592","Cell5592","Batch1","Group1",53029.8351410294
"Cell5593","Cell5593","Batch1","Group2",54148.2057185868
"Cell5594","Cell5594","Batch1","Group1",57154.5867845274
"Cell5595","Cell5595","Batch1","Group1",85551.0504193384
"Cell5596","Cell5596","Batch1","Group1",60202.8365504326
"Cell5597","Cell5597","Batch1","Group2",52805.0161121023
"Cell5598","Cell5598","Batch1","Group2",62749.1485215667
"Cell5599","Cell5599","Batch1","Group2",74794.2336226608
"Cell5600","Cell5600","Batch1","Group2",55722.6952495875
"Cell5601","Cell5601","Batch1","Group1",88544.1109811016
"Cell5602","Cell5602","Batch1","Group1",48641.330397073
"Cell5603","Cell5603","Batch1","Group1",53083.152769447
"Cell5604","Cell5604","Batch1","Group1",94688.3763789162
"Cell5605","Cell5605","Batch1","Group1",85268.956842321
"Cell5606","Cell5606","Batch1","Group2",62232.5417833255
